"PurchaseOrderID";"RevisionNumber";"Status";"EmployeeID";"VendorID";"ShipMethodID";"OrderDate";"ShipDate";"SubTotal";"TaxAmt";"Freight";"TotalDue";"ModifiedDate"
2326;0;4;266;103;1;17/04/2004 00:00:00;26/04/2004 00:00:00;418,95;33,516;10,474;462,94;26/04/2004 00:00:00
2327;0;4;164;7;4;17/04/2004 00:00:00;26/04/2004 00:00:00;824,355;65,948;20,609;910,912;26/04/2004 00:00:00
2328;0;4;223;69;1;17/04/2004 00:00:00;26/04/2004 00:00:00;461,79;36,943;11,545;510,278;26/04/2004 00:00:00
2329;0;4;233;23;4;19/04/2004 00:00:00;28/04/2004 00:00:00;630,378;50,43;15,76;696,568;28/04/2004 00:00:00
2330;0;4;238;75;2;19/04/2004 00:00:00;28/04/2004 00:00:00;37,076;2,966;0,927;40,968;28/04/2004 00:00:00
2331;0;4;261;3;4;19/04/2004 00:00:00;28/04/2004 00:00:00;21558,075;1724,646;538,952;23821,673;28/04/2004 00:00:00
2332;0;4;264;54;4;19/04/2004 00:00:00;28/04/2004 00:00:00;234,644;18,772;5,866;259,281;28/04/2004 00:00:00
2333;1;4;274;104;4;19/04/2004 00:00:00;28/04/2004 00:00:00;45172,05;3613,764;1129,301;49915,115;28/04/2004 00:00:00
2334;0;4;231;25;5;19/04/2004 00:00:00;28/04/2004 00:00:00;279,783;22,383;6,995;309,16;28/04/2004 00:00:00
2335;0;4;241;90;5;19/04/2004 00:00:00;28/04/2004 00:00:00;1228,5;98,28;30,713;1357,493;28/04/2004 00:00:00
2336;0;4;266;33;5;19/04/2004 00:00:00;28/04/2004 00:00:00;40471,2;3237,696;1011,78;44720,676;28/04/2004 00:00:00
2337;0;4;164;41;5;19/04/2004 00:00:00;28/04/2004 00:00:00;836,01;66,881;20,9;923,791;28/04/2004 00:00:00
2338;1;4;223;55;5;19/04/2004 00:00:00;28/04/2004 00:00:00;62092,8;4967,424;1552,32;68612,544;28/04/2004 00:00:00
2339;0;4;233;70;5;19/04/2004 00:00:00;28/04/2004 00:00:00;5948,25;475,86;148,706;6572,816;28/04/2004 00:00:00
2340;0;4;238;94;5;19/04/2004 00:00:00;28/04/2004 00:00:00;91117,95;7289,436;2277,949;100685,335;28/04/2004 00:00:00
2341;0;4;261;15;1;19/04/2004 00:00:00;28/04/2004 00:00:00;525,0;42,0;13,125;580,125;28/04/2004 00:00:00
2342;0;4;264;62;5;19/04/2004 00:00:00;28/04/2004 00:00:00;281,894;22,552;7,047;311,492;28/04/2004 00:00:00
2343;0;4;244;98;4;19/04/2004 00:00:00;28/04/2004 00:00:00;26455,275;2116,422;661,382;29233,079;28/04/2004 00:00:00
2344;0;4;231;72;2;19/04/2004 00:00:00;28/04/2004 00:00:00;944,37;75,55;23,609;1043,529;28/04/2004 00:00:00
2345;0;4;241;22;4;20/04/2004 00:00:00;29/04/2004 00:00:00;51588,075;4127,046;1289,702;57004,823;29/04/2004 00:00:00
2346;0;4;266;50;3;20/04/2004 00:00:00;29/04/2004 00:00:00;62843,55;5027,484;1571,089;69442,123;29/04/2004 00:00:00
2347;0;4;164;71;5;20/04/2004 00:00:00;29/04/2004 00:00:00;37843,575;3027,486;946,089;41817,15;29/04/2004 00:00:00
2348;0;4;223;40;4;20/04/2004 00:00:00;29/04/2004 00:00:00;25531,275;2042,502;638,282;28212,059;29/04/2004 00:00:00
2349;0;4;233;91;4;20/04/2004 00:00:00;29/04/2004 00:00:00;234,959;18,797;5,874;259,629;29/04/2004 00:00:00
2350;0;4;238;57;4;20/04/2004 00:00:00;29/04/2004 00:00:00;125,748;10,06;3,144;138,952;29/04/2004 00:00:00
2351;0;4;198;83;5;20/04/2004 00:00:00;29/04/2004 00:00:00;150,791;12,063;3,77;166,624;29/04/2004 00:00:00
2352;0;4;264;32;5;20/04/2004 00:00:00;29/04/2004 00:00:00;273,704;21,896;6,843;302,442;29/04/2004 00:00:00
2353;0;4;244;38;2;20/04/2004 00:00:00;29/04/2004 00:00:00;8847,3;707,784;221,183;9776,267;29/04/2004 00:00:00
2354;0;4;231;85;5;20/04/2004 00:00:00;29/04/2004 00:00:00;171,077;13,686;4,277;189,04;29/04/2004 00:00:00
2355;0;4;241;92;4;20/04/2004 00:00:00;29/04/2004 00:00:00;20397,3;1631,784;509,933;22539,017;29/04/2004 00:00:00
2356;0;4;266;11;3;20/04/2004 00:00:00;29/04/2004 00:00:00;14628,075;1170,246;365,702;16164,023;29/04/2004 00:00:00
2357;0;4;274;84;3;20/04/2004 00:00:00;29/04/2004 00:00:00;58685,55;4694,844;1467,139;64847,533;29/04/2004 00:00:00
2358;0;4;223;78;5;20/04/2004 00:00:00;29/04/2004 00:00:00;693,378;55,47;17,335;766,183;29/04/2004 00:00:00
2359;0;4;233;74;4;20/04/2004 00:00:00;29/04/2004 00:00:00;234,959;18,797;5,874;259,629;29/04/2004 00:00:00
2360;0;4;238;13;5;20/04/2004 00:00:00;29/04/2004 00:00:00;1796,036;143,683;44,901;1984,619;29/04/2004 00:00:00
2361;0;4;261;51;4;21/04/2004 00:00:00;30/04/2004 00:00:00;514,742;41,179;12,869;568,789;30/04/2004 00:00:00
2362;0;4;264;80;5;21/04/2004 00:00:00;30/04/2004 00:00:00;34644,225;2771,538;866,106;38281,869;30/04/2004 00:00:00
2363;0;4;244;47;3;21/04/2004 00:00:00;30/04/2004 00:00:00;1581,93;126,554;39,548;1748,033;30/04/2004 00:00:00
2364;0;4;231;81;5;21/04/2004 00:00:00;30/04/2004 00:00:00;146,286;11,703;3,657;161,646;30/04/2004 00:00:00
2365;0;4;198;46;5;21/04/2004 00:00:00;30/04/2004 00:00:00;102,564;8,205;2,564;113,333;30/04/2004 00:00:00
2366;0;4;266;21;5;21/04/2004 00:00:00;30/04/2004 00:00:00;150,791;12,063;3,77;166,624;30/04/2004 00:00:00
2367;0;4;164;27;5;21/04/2004 00:00:00;30/04/2004 00:00:00;13669,425;1093,554;341,736;15104,715;30/04/2004 00:00:00
2368;0;4;223;86;5;21/04/2004 00:00:00;30/04/2004 00:00:00;16393,23;1311,458;409,831;18114,519;30/04/2004 00:00:00
2369;0;4;233;45;2;21/04/2004 00:00:00;30/04/2004 00:00:00;79204,125;6336,33;1980,103;87520,558;30/04/2004 00:00:00
2370;0;4;238;93;1;21/04/2004 00:00:00;30/04/2004 00:00:00;551,88;44,15;13,797;609,827;30/04/2004 00:00:00
2371;0;4;261;64;1;21/04/2004 00:00:00;30/04/2004 00:00:00;3176,25;254,1;79,406;3509,756;30/04/2004 00:00:00
2372;0;4;264;4;2;21/04/2004 00:00:00;30/04/2004 00:00:00;28072,275;2245,782;701,807;31019,864;30/04/2004 00:00:00
2373;0;4;244;17;1;21/04/2004 00:00:00;30/04/2004 00:00:00;1917,3;153,384;47,933;2118,617;30/04/2004 00:00:00
2374;0;4;231;12;1;21/04/2004 00:00:00;30/04/2004 00:00:00;4215,75;337,26;105,394;4658,404;30/04/2004 00:00:00
2375;0;4;241;44;2;21/04/2004 00:00:00;30/04/2004 00:00:00;28297,5;2263,8;707,438;31268,738;30/04/2004 00:00:00
2376;0;4;266;30;2;21/04/2004 00:00:00;30/04/2004 00:00:00;59,945;4,796;1,499;66,239;30/04/2004 00:00:00
2377;0;4;164;8;4;24/04/2004 00:00:00;03/05/2004 00:00:00;722,61;57,809;18,065;798,484;03/05/2004 00:00:00
2378;0;4;223;73;5;24/04/2004 00:00:00;03/05/2004 00:00:00;43878,45;3510,276;1096,961;48485,687;03/05/2004 00:00:00
2379;0;4;233;76;4;24/04/2004 00:00:00;03/05/2004 00:00:00;592,799;47,424;14,82;655,042;03/05/2004 00:00:00
2380;0;4;238;77;1;24/04/2004 00:00:00;03/05/2004 00:00:00;13825,35;1106,028;345,634;15277,012;03/05/2004 00:00:00
2381;0;4;261;28;5;24/04/2004 00:00:00;03/05/2004 00:00:00;142,412;11,393;3,56;157,365;03/05/2004 00:00:00
2382;1;4;264;2;2;24/04/2004 00:00:00;03/05/2004 00:00:00;28794,15;2303,532;719,854;31817,536;03/05/2004 00:00:00
2383;0;4;244;87;4;24/04/2004 00:00:00;03/05/2004 00:00:00;408,555;32,684;10,214;451,453;03/05/2004 00:00:00
2384;0;4;231;31;1;24/04/2004 00:00:00;03/05/2004 00:00:00;1276,275;102,102;31,907;1410,284;03/05/2004 00:00:00
2385;0;4;241;26;1;24/04/2004 00:00:00;03/05/2004 00:00:00;2003,925;160,314;50,098;2214,337;03/05/2004 00:00:00
2386;0;4;266;24;2;24/04/2004 00:00:00;03/05/2004 00:00:00;50860,425;4068,834;1271,511;56200,77;03/05/2004 00:00:00
2387;0;4;164;48;1;24/04/2004 00:00:00;03/05/2004 00:00:00;454,86;36,389;11,372;502,62;03/05/2004 00:00:00
2388;0;4;223;88;5;24/04/2004 00:00:00;03/05/2004 00:00:00;43878,45;3510,276;1096,961;48485,687;03/05/2004 00:00:00
2389;0;4;198;96;2;24/04/2004 00:00:00;03/05/2004 00:00:00;7132,125;570,57;178,303;7880,998;03/05/2004 00:00:00
2390;0;4;238;39;2;24/04/2004 00:00:00;03/05/2004 00:00:00;28343,7;2267,496;708,593;31319,789;03/05/2004 00:00:00
2391;0;4;261;52;4;24/04/2004 00:00:00;03/05/2004 00:00:00;22516,725;1801,338;562,918;24880,981;03/05/2004 00:00:00
2392;0;4;264;43;5;24/04/2004 00:00:00;03/05/2004 00:00:00;34644,225;2771,538;866,106;38281,869;03/05/2004 00:00:00
2393;0;4;244;37;5;25/04/2004 00:00:00;04/05/2004 00:00:00;415,328;33,226;10,383;458,937;04/05/2004 00:00:00
2394;0;4;231;1;5;25/04/2004 00:00:00;04/05/2004 00:00:00;143,042;11,443;3,576;158,061;04/05/2004 00:00:00
2395;0;4;241;56;2;25/04/2004 00:00:00;04/05/2004 00:00:00;28199,325;2255,946;704,983;31160,254;04/05/2004 00:00:00
2396;0;4;266;60;1;25/04/2004 00:00:00;04/05/2004 00:00:00;3713,325;297,066;92,833;4103,224;04/05/2004 00:00:00
2397;0;4;164;53;5;26/04/2004 00:00:00;05/05/2004 00:00:00;63831,075;5106,486;1595,777;70533,338;05/05/2004 00:00:00
2398;0;4;223;10;5;26/04/2004 00:00:00;05/05/2004 00:00:00;16340,31;1307,225;408,508;18056,043;05/05/2004 00:00:00
2399;0;4;233;66;5;26/04/2004 00:00:00;05/05/2004 00:00:00;5711,475;456,918;142,787;6311,18;05/05/2004 00:00:00
2400;0;4;198;68;4;26/04/2004 00:00:00;05/05/2004 00:00:00;360,045;28,804;9,001;397,85;05/05/2004 00:00:00
2401;0;4;261;61;2;26/04/2004 00:00:00;05/05/2004 00:00:00;97,965;7,837;2,449;108,251;05/05/2004 00:00:00
2402;0;4;264;5;4;26/04/2004 00:00:00;05/05/2004 00:00:00;114,471;9,158;2,862;126,491;05/05/2004 00:00:00
2403;0;4;244;58;4;26/04/2004 00:00:00;05/05/2004 00:00:00;132,647;10,612;3,316;146,574;05/05/2004 00:00:00
2404;0;3;274;35;5;26/04/2004 00:00:00;05/05/2004 00:00:00;43878,45;3510,276;1096,961;48485,687;05/05/2004 00:00:00
2405;0;4;241;103;1;26/04/2004 00:00:00;05/05/2004 00:00:00;418,95;33,516;10,474;462,94;05/05/2004 00:00:00
2406;0;4;266;7;4;26/04/2004 00:00:00;05/05/2004 00:00:00;525,767;42,061;13,144;580,972;05/05/2004 00:00:00
2407;0;4;164;69;1;26/04/2004 00:00:00;05/05/2004 00:00:00;461,79;36,943;11,545;510,278;05/05/2004 00:00:00
2408;0;4;223;23;4;26/04/2004 00:00:00;05/05/2004 00:00:00;481,887;38,551;12,047;532,485;05/05/2004 00:00:00
2409;0;4;233;75;2;26/04/2004 00:00:00;05/05/2004 00:00:00;37,076;2,966;0,927;40,968;05/05/2004 00:00:00
2410;0;4;238;3;4;26/04/2004 00:00:00;05/05/2004 00:00:00;21558,075;1724,646;538,952;23821,673;05/05/2004 00:00:00
2411;0;4;261;54;4;26/04/2004 00:00:00;05/05/2004 00:00:00;475,682;38,055;11,892;525,628;05/05/2004 00:00:00
2412;0;4;264;104;5;26/04/2004 00:00:00;05/05/2004 00:00:00;41048,7;3283,896;1026,218;45358,814;05/05/2004 00:00:00
2413;0;4;244;25;5;27/04/2004 00:00:00;06/05/2004 00:00:00;416,745;33,34;10,419;460,503;06/05/2004 00:00:00
2414;0;4;231;90;5;27/04/2004 00:00:00;06/05/2004 00:00:00;279,153;22,332;6,979;308,464;06/05/2004 00:00:00
2415;0;4;241;33;5;27/04/2004 00:00:00;06/05/2004 00:00:00;40471,2;3237,696;1011,78;44720,676;06/05/2004 00:00:00
2416;0;4;266;41;4;27/04/2004 00:00:00;06/05/2004 00:00:00;389,655;31,172;9,741;430,569;06/05/2004 00:00:00
2417;0;4;164;55;5;27/04/2004 00:00:00;06/05/2004 00:00:00;62092,8;4967,424;1552,32;68612,544;06/05/2004 00:00:00
2418;0;4;223;70;5;27/04/2004 00:00:00;06/05/2004 00:00:00;5948,25;475,86;148,706;6572,816;06/05/2004 00:00:00
2419;0;4;233;94;5;27/04/2004 00:00:00;06/05/2004 00:00:00;91117,95;7289,436;2277,949;100685,335;06/05/2004 00:00:00
2420;0;4;238;15;1;27/04/2004 00:00:00;06/05/2004 00:00:00;525,0;42,0;13,125;580,125;06/05/2004 00:00:00
2421;2;4;261;62;3;27/04/2004 00:00:00;06/05/2004 00:00:00;1721,79;137,743;43,045;1902,578;06/05/2004 00:00:00
2422;0;4;274;98;4;27/04/2004 00:00:00;06/05/2004 00:00:00;26455,275;2116,422;661,382;29233,079;06/05/2004 00:00:00
2423;0;4;244;72;2;27/04/2004 00:00:00;06/05/2004 00:00:00;944,37;75,55;23,609;1043,529;06/05/2004 00:00:00
2424;0;4;231;22;4;27/04/2004 00:00:00;06/05/2004 00:00:00;44594,55;3567,564;1114,864;49276,978;06/05/2004 00:00:00
2425;0;4;241;50;3;27/04/2004 00:00:00;06/05/2004 00:00:00;62843,55;5027,484;1571,089;69442,123;06/05/2004 00:00:00
2426;0;4;266;71;5;27/04/2004 00:00:00;06/05/2004 00:00:00;37843,575;3027,486;946,089;41817,15;06/05/2004 00:00:00
2427;0;4;164;40;4;27/04/2004 00:00:00;06/05/2004 00:00:00;25531,275;2042,502;638,282;28212,059;06/05/2004 00:00:00
2428;0;4;223;91;5;27/04/2004 00:00:00;06/05/2004 00:00:00;694,166;55,533;17,354;767,053;06/05/2004 00:00:00
2429;0;4;233;57;4;28/04/2004 00:00:00;07/05/2004 00:00:00;125,748;10,06;3,144;138,952;07/05/2004 00:00:00
2430;0;4;238;83;5;28/04/2004 00:00:00;07/05/2004 00:00:00;150,791;12,063;3,77;166,624;07/05/2004 00:00:00
2431;0;4;261;32;4;28/04/2004 00:00:00;07/05/2004 00:00:00;503,087;40,247;12,577;555,911;07/05/2004 00:00:00
2432;0;4;264;38;2;28/04/2004 00:00:00;07/05/2004 00:00:00;8847,3;707,784;221,183;9776,267;07/05/2004 00:00:00
2433;0;4;274;85;5;28/04/2004 00:00:00;07/05/2004 00:00:00;171,077;13,686;4,277;189,04;07/05/2004 00:00:00
2434;0;4;231;92;4;28/04/2004 00:00:00;07/05/2004 00:00:00;20397,3;1631,784;509,933;22539,017;07/05/2004 00:00:00
2435;0;4;241;11;3;28/04/2004 00:00:00;07/05/2004 00:00:00;14628,075;1170,246;365,702;16164,023;07/05/2004 00:00:00
2436;0;4;266;84;3;28/04/2004 00:00:00;07/05/2004 00:00:00;58685,55;4694,844;1467,139;64847,533;07/05/2004 00:00:00
2437;0;4;164;78;5;28/04/2004 00:00:00;07/05/2004 00:00:00;773,01;61,841;19,325;854,176;07/05/2004 00:00:00
2438;2;4;223;74;5;28/04/2004 00:00:00;07/05/2004 00:00:00;694,166;55,533;17,354;767,053;07/05/2004 00:00:00
2439;0;4;233;13;5;28/04/2004 00:00:00;07/05/2004 00:00:00;1796,036;143,683;44,901;1984,619;07/05/2004 00:00:00
2440;0;4;238;51;5;28/04/2004 00:00:00;07/05/2004 00:00:00;416,745;33,34;10,419;460,503;07/05/2004 00:00:00
2441;0;4;261;80;5;28/04/2004 00:00:00;07/05/2004 00:00:00;34644,225;2771,538;866,106;38281,869;07/05/2004 00:00:00
2442;0;4;264;47;4;28/04/2004 00:00:00;07/05/2004 00:00:00;257,576;20,606;6,439;284,621;07/05/2004 00:00:00
2443;0;4;244;81;5;28/04/2004 00:00:00;07/05/2004 00:00:00;146,286;11,703;3,657;161,646;07/05/2004 00:00:00
2444;0;4;231;46;5;28/04/2004 00:00:00;07/05/2004 00:00:00;102,564;8,205;2,564;113,333;07/05/2004 00:00:00
2445;0;4;241;21;5;01/05/2004 00:00:00;10/05/2004 00:00:00;150,791;12,063;3,77;166,624;10/05/2004 00:00:00
2446;0;4;266;27;5;01/05/2004 00:00:00;10/05/2004 00:00:00;13669,425;1093,554;341,736;15104,715;10/05/2004 00:00:00
2447;0;4;164;86;5;01/05/2004 00:00:00;10/05/2004 00:00:00;16393,23;1311,458;409,831;18114,519;10/05/2004 00:00:00
2448;0;4;223;45;4;01/05/2004 00:00:00;10/05/2004 00:00:00;22516,725;1801,338;562,918;24880,981;10/05/2004 00:00:00
2449;0;4;233;93;1;01/05/2004 00:00:00;10/05/2004 00:00:00;551,88;44,15;13,797;609,827;10/05/2004 00:00:00
2450;0;4;238;64;1;01/05/2004 00:00:00;10/05/2004 00:00:00;6987,75;559,02;174,694;7721,464;10/05/2004 00:00:00
2451;0;4;198;4;2;01/05/2004 00:00:00;10/05/2004 00:00:00;28072,275;2245,782;701,807;31019,864;10/05/2004 00:00:00
2452;0;4;264;17;1;01/05/2004 00:00:00;10/05/2004 00:00:00;35394,975;2831,598;884,874;39111,447;10/05/2004 00:00:00
2453;0;4;244;12;1;01/05/2004 00:00:00;10/05/2004 00:00:00;3407,25;272,58;85,181;3765,011;10/05/2004 00:00:00
2454;0;4;231;44;2;01/05/2004 00:00:00;10/05/2004 00:00:00;28297,5;2263,8;707,438;31268,738;10/05/2004 00:00:00
2455;0;4;241;30;2;01/05/2004 00:00:00;10/05/2004 00:00:00;59,945;4,796;1,499;66,239;10/05/2004 00:00:00
2456;0;4;266;8;4;01/05/2004 00:00:00;10/05/2004 00:00:00;332,955;26,636;8,324;367,915;10/05/2004 00:00:00
2457;0;4;274;73;5;01/05/2004 00:00:00;10/05/2004 00:00:00;43878,45;3510,276;1096,961;48485,687;10/05/2004 00:00:00
2458;0;4;223;76;4;01/05/2004 00:00:00;10/05/2004 00:00:00;544,572;43,566;13,614;601,752;10/05/2004 00:00:00
2459;0;4;233;77;2;01/05/2004 00:00:00;10/05/2004 00:00:00;36405,6;2912,448;910,14;40228,188;10/05/2004 00:00:00
2460;0;4;238;28;5;01/05/2004 00:00:00;10/05/2004 00:00:00;142,412;11,393;3,56;157,365;10/05/2004 00:00:00
2461;0;4;261;2;5;03/05/2004 00:00:00;12/05/2004 00:00:00;19236,525;1538,922;480,913;21256,36;12/05/2004 00:00:00
2462;0;4;264;87;4;03/05/2004 00:00:00;12/05/2004 00:00:00;253,323;20,266;6,333;279,922;12/05/2004 00:00:00
2463;0;4;244;31;1;03/05/2004 00:00:00;12/05/2004 00:00:00;1276,275;102,102;31,907;1410,284;12/05/2004 00:00:00
2464;0;4;231;26;1;03/05/2004 00:00:00;12/05/2004 00:00:00;2003,925;160,314;50,098;2214,337;12/05/2004 00:00:00
2465;0;4;198;24;2;03/05/2004 00:00:00;12/05/2004 00:00:00;50860,425;4068,834;1271,511;56200,77;12/05/2004 00:00:00
2466;0;4;266;48;1;03/05/2004 00:00:00;12/05/2004 00:00:00;454,86;36,389;11,372;502,62;12/05/2004 00:00:00
2467;0;4;164;88;5;03/05/2004 00:00:00;12/05/2004 00:00:00;43878,45;3510,276;1096,961;48485,687;12/05/2004 00:00:00
2468;0;4;223;96;2;03/05/2004 00:00:00;12/05/2004 00:00:00;7132,125;570,57;178,303;7880,998;12/05/2004 00:00:00
2469;0;4;233;39;2;03/05/2004 00:00:00;12/05/2004 00:00:00;28343,7;2267,496;708,593;31319,789;12/05/2004 00:00:00
2470;0;4;238;52;4;03/05/2004 00:00:00;12/05/2004 00:00:00;22516,725;1801,338;562,918;24880,981;12/05/2004 00:00:00
2471;0;4;261;43;5;03/05/2004 00:00:00;12/05/2004 00:00:00;34644,225;2771,538;866,106;38281,869;12/05/2004 00:00:00
2472;0;4;264;37;5;03/05/2004 00:00:00;12/05/2004 00:00:00;272,759;21,821;6,819;301,398;12/05/2004 00:00:00
2473;0;4;244;1;5;03/05/2004 00:00:00;12/05/2004 00:00:00;143,042;11,443;3,576;158,061;12/05/2004 00:00:00
2474;0;4;231;56;2;03/05/2004 00:00:00;12/05/2004 00:00:00;28199,325;2255,946;704,983;31160,254;12/05/2004 00:00:00
2475;0;4;241;60;1;03/05/2004 00:00:00;12/05/2004 00:00:00;3713,325;297,066;92,833;4103,224;12/05/2004 00:00:00
2476;0;4;266;53;5;03/05/2004 00:00:00;12/05/2004 00:00:00;63831,075;5106,486;1595,777;70533,338;12/05/2004 00:00:00
2477;0;4;164;10;5;04/05/2004 00:00:00;13/05/2004 00:00:00;16340,31;1307,225;408,508;18056,043;13/05/2004 00:00:00
2478;0;4;223;66;5;04/05/2004 00:00:00;13/05/2004 00:00:00;5711,475;456,918;142,787;6311,18;13/05/2004 00:00:00
2479;0;4;233;68;4;04/05/2004 00:00:00;13/05/2004 00:00:00;235,904;18,872;5,898;260,673;13/05/2004 00:00:00
2480;1;4;238;61;2;04/05/2004 00:00:00;13/05/2004 00:00:00;97,965;7,837;2,449;108,251;13/05/2004 00:00:00
2481;0;4;261;5;4;04/05/2004 00:00:00;13/05/2004 00:00:00;114,471;9,158;2,862;126,491;13/05/2004 00:00:00
2482;0;4;264;58;4;04/05/2004 00:00:00;13/05/2004 00:00:00;132,647;10,612;3,316;146,574;13/05/2004 00:00:00
2483;0;4;244;35;5;04/05/2004 00:00:00;13/05/2004 00:00:00;43878,45;3510,276;1096,961;48485,687;13/05/2004 00:00:00
2484;0;4;231;103;1;04/05/2004 00:00:00;13/05/2004 00:00:00;418,95;33,516;10,474;462,94;13/05/2004 00:00:00
2485;0;4;241;7;4;04/05/2004 00:00:00;13/05/2004 00:00:00;3413,246;273,06;85,331;3771,636;13/05/2004 00:00:00
2486;0;4;266;69;1;04/05/2004 00:00:00;13/05/2004 00:00:00;461,79;36,943;11,545;510,278;13/05/2004 00:00:00
2487;0;4;164;23;4;04/05/2004 00:00:00;13/05/2004 00:00:00;760,41;60,833;19,01;840,253;13/05/2004 00:00:00
2488;0;4;223;75;2;04/05/2004 00:00:00;13/05/2004 00:00:00;37,076;2,966;0,927;40,968;13/05/2004 00:00:00
2489;0;4;198;3;4;04/05/2004 00:00:00;13/05/2004 00:00:00;21558,075;1724,646;538,952;23821,673;13/05/2004 00:00:00
2490;0;4;238;54;4;04/05/2004 00:00:00;13/05/2004 00:00:00;422,1;33,768;10,553;466,421;13/05/2004 00:00:00
2491;0;4;261;104;4;04/05/2004 00:00:00;13/05/2004 00:00:00;45172,05;3613,764;1129,301;49915,115;13/05/2004 00:00:00
2492;0;4;264;25;5;04/05/2004 00:00:00;13/05/2004 00:00:00;273,704;21,896;6,843;302,442;13/05/2004 00:00:00
2493;0;4;244;90;5;05/05/2004 00:00:00;14/05/2004 00:00:00;415,8;33,264;10,395;459,459;14/05/2004 00:00:00
2494;0;4;231;33;5;05/05/2004 00:00:00;14/05/2004 00:00:00;40471,2;3237,696;1011,78;44720,676;14/05/2004 00:00:00
2495;0;4;241;41;5;05/05/2004 00:00:00;14/05/2004 00:00:00;1225,665;98,053;30,642;1354,36;14/05/2004 00:00:00
2496;0;4;266;55;5;05/05/2004 00:00:00;14/05/2004 00:00:00;62092,8;4967,424;1552,32;68612,544;14/05/2004 00:00:00
2497;0;4;164;70;5;05/05/2004 00:00:00;14/05/2004 00:00:00;5948,25;475,86;148,706;6572,816;14/05/2004 00:00:00
2498;0;4;223;94;5;05/05/2004 00:00:00;14/05/2004 00:00:00;91117,95;7289,436;2277,949;100685,335;14/05/2004 00:00:00
2499;0;4;233;15;1;05/05/2004 00:00:00;14/05/2004 00:00:00;525,0;42,0;13,125;580,125;14/05/2004 00:00:00
2500;0;4;198;62;5;05/05/2004 00:00:00;14/05/2004 00:00:00;2003,684;160,295;50,092;2214,07;14/05/2004 00:00:00
2501;0;4;261;98;4;05/05/2004 00:00:00;14/05/2004 00:00:00;26455,275;2116,422;661,382;29233,079;14/05/2004 00:00:00
2502;0;4;264;72;2;05/05/2004 00:00:00;14/05/2004 00:00:00;944,37;75,55;23,609;1043,529;14/05/2004 00:00:00
2503;0;4;244;22;1;05/05/2004 00:00:00;14/05/2004 00:00:00;6993,525;559,482;174,838;7727,845;14/05/2004 00:00:00
2504;0;3;274;50;3;05/05/2004 00:00:00;14/05/2004 00:00:00;36122,625;2889,81;903,066;39915,501;14/05/2004 00:00:00
2505;0;4;241;71;5;05/05/2004 00:00:00;14/05/2004 00:00:00;37843,575;3027,486;946,089;41817,15;14/05/2004 00:00:00
2506;0;4;266;40;4;05/05/2004 00:00:00;14/05/2004 00:00:00;25531,275;2042,502;638,282;28212,059;14/05/2004 00:00:00
2507;0;4;164;91;5;05/05/2004 00:00:00;14/05/2004 00:00:00;773,955;61,916;19,349;855,22;14/05/2004 00:00:00
2508;0;4;223;57;4;05/05/2004 00:00:00;14/05/2004 00:00:00;125,748;10,06;3,144;138,952;14/05/2004 00:00:00
2509;0;4;233;83;5;08/05/2004 00:00:00;17/05/2004 00:00:00;150,791;12,063;3,77;166,624;17/05/2004 00:00:00
2510;0;4;238;32;4;08/05/2004 00:00:00;17/05/2004 00:00:00;360,045;28,804;9,001;397,85;17/05/2004 00:00:00
2511;0;4;261;38;2;08/05/2004 00:00:00;17/05/2004 00:00:00;8847,3;707,784;221,183;9776,267;17/05/2004 00:00:00
2512;0;4;264;85;5;08/05/2004 00:00:00;17/05/2004 00:00:00;171,077;13,686;4,277;189,04;17/05/2004 00:00:00
2513;0;4;244;92;4;08/05/2004 00:00:00;17/05/2004 00:00:00;20397,3;1631,784;509,933;22539,017;17/05/2004 00:00:00
2514;0;4;231;11;3;08/05/2004 00:00:00;17/05/2004 00:00:00;14628,075;1170,246;365,702;16164,023;17/05/2004 00:00:00
2515;0;4;241;84;3;08/05/2004 00:00:00;17/05/2004 00:00:00;58685,55;4694,844;1467,139;64847,533;17/05/2004 00:00:00
2516;0;4;266;78;4;08/05/2004 00:00:00;17/05/2004 00:00:00;481,887;38,551;12,047;532,485;17/05/2004 00:00:00
2517;0;4;164;74;5;08/05/2004 00:00:00;17/05/2004 00:00:00;773,955;61,916;19,349;855,22;17/05/2004 00:00:00
2518;0;4;223;13;5;08/05/2004 00:00:00;17/05/2004 00:00:00;1796,036;143,683;44,901;1984,619;17/05/2004 00:00:00
2519;0;4;233;51;5;08/05/2004 00:00:00;17/05/2004 00:00:00;658,949;52,716;16,474;728,138;17/05/2004 00:00:00
2520;0;4;238;80;5;08/05/2004 00:00:00;17/05/2004 00:00:00;34644,225;2771,538;866,106;38281,869;17/05/2004 00:00:00
2521;0;4;261;47;3;08/05/2004 00:00:00;17/05/2004 00:00:00;1581,93;126,554;39,548;1748,033;17/05/2004 00:00:00
2522;0;4;274;81;5;08/05/2004 00:00:00;17/05/2004 00:00:00;146,286;11,703;3,657;161,646;17/05/2004 00:00:00
2523;0;4;244;46;5;08/05/2004 00:00:00;17/05/2004 00:00:00;102,564;8,205;2,564;113,333;17/05/2004 00:00:00
2524;0;4;231;21;5;08/05/2004 00:00:00;17/05/2004 00:00:00;150,791;12,063;3,77;166,624;17/05/2004 00:00:00
