"CurrencyRateID";"CurrencyRateDate";"FromCurrencyCode";"ToCurrencyCode";"AverageRate";"EndOfDayRate";"ModifiedDate"
5046;30/08/2002 00:00:00;"USD";"BRL";1,95;1,95;30/08/2002 00:00:00
5047;30/08/2002 00:00:00;"USD";"CAD";1,501;1,494;30/08/2002 00:00:00
5048;30/08/2002 00:00:00;"USD";"CNY";8,278;8,277;30/08/2002 00:00:00
5049;30/08/2002 00:00:00;"USD";"EUR";1,051;1,05;30/08/2002 00:00:00
5050;30/08/2002 00:00:00;"USD";"GBP";0,677;0,676;30/08/2002 00:00:00
5051;30/08/2002 00:00:00;"USD";"JPY";118,573;118,554;30/08/2002 00:00:00
5052;30/08/2002 00:00:00;"USD";"MXN";9,904;9,901;30/08/2002 00:00:00
5053;30/08/2002 00:00:00;"USD";"SAR";3,751;3,747;30/08/2002 00:00:00
5054;30/08/2002 00:00:00;"USD";"VEB";700,29;700,25;30/08/2002 00:00:00
5055;31/08/2002 00:00:00;"USD";"ARS";0,999;1,0;31/08/2002 00:00:00
5056;31/08/2002 00:00:00;"USD";"AUD";1,793;1,793;31/08/2002 00:00:00
5057;31/08/2002 00:00:00;"USD";"BRL";1,953;1,955;31/08/2002 00:00:00
5058;31/08/2002 00:00:00;"USD";"CAD";1,501;1,504;31/08/2002 00:00:00
5059;31/08/2002 00:00:00;"USD";"CNY";8,278;8,278;31/08/2002 00:00:00
5060;31/08/2002 00:00:00;"USD";"EUR";1,051;1,051;31/08/2002 00:00:00
5061;31/08/2002 00:00:00;"USD";"GBP";0,677;0,677;31/08/2002 00:00:00
5062;31/08/2002 00:00:00;"USD";"JPY";118,55;118,555;31/08/2002 00:00:00
5063;31/08/2002 00:00:00;"USD";"MXN";9,897;9,899;31/08/2002 00:00:00
5064;31/08/2002 00:00:00;"USD";"SAR";3,751;3,758;31/08/2002 00:00:00
5065;31/08/2002 00:00:00;"USD";"VEB";700,8;700,84;31/08/2002 00:00:00
5066;01/09/2002 00:00:00;"USD";"ARS";0,999;0,999;01/09/2002 00:00:00
5067;01/09/2002 00:00:00;"USD";"AUD";1,796;1,795;01/09/2002 00:00:00
5068;01/09/2002 00:00:00;"USD";"BRL";1,954;1,95;01/09/2002 00:00:00
5069;01/09/2002 00:00:00;"USD";"CAD";1,501;1,492;01/09/2002 00:00:00
5070;01/09/2002 00:00:00;"USD";"CNY";8,278;8,278;01/09/2002 00:00:00
5071;01/09/2002 00:00:00;"USD";"EUR";1,051;1,05;01/09/2002 00:00:00
5072;01/09/2002 00:00:00;"USD";"GBP";0,677;0,677;01/09/2002 00:00:00
5073;01/09/2002 00:00:00;"USD";"JPY";118,37;118,306;01/09/2002 00:00:00
5074;01/09/2002 00:00:00;"USD";"MXN";9,885;9,884;01/09/2002 00:00:00
5075;01/09/2002 00:00:00;"USD";"SAR";3,751;3,746;01/09/2002 00:00:00
5076;01/09/2002 00:00:00;"USD";"VEB";701,0;700,96;01/09/2002 00:00:00
5077;02/09/2002 00:00:00;"USD";"ARS";1,0;1,001;02/09/2002 00:00:00
5078;02/09/2002 00:00:00;"USD";"AUD";1,812;1,813;02/09/2002 00:00:00
5079;02/09/2002 00:00:00;"USD";"BRL";1,949;1,958;02/09/2002 00:00:00
5080;02/09/2002 00:00:00;"USD";"CAD";1,502;1,512;02/09/2002 00:00:00
5081;02/09/2002 00:00:00;"USD";"CNY";8,277;8,278;02/09/2002 00:00:00
5082;02/09/2002 00:00:00;"USD";"EUR";1,061;1,062;02/09/2002 00:00:00
5083;02/09/2002 00:00:00;"USD";"GBP";0,677;0,677;02/09/2002 00:00:00
5084;02/09/2002 00:00:00;"USD";"JPY";118,937;119,03;02/09/2002 00:00:00
5085;02/09/2002 00:00:00;"USD";"MXN";9,921;9,927;02/09/2002 00:00:00
5086;02/09/2002 00:00:00;"USD";"SAR";3,751;3,761;02/09/2002 00:00:00
5087;02/09/2002 00:00:00;"USD";"VEB";699,25;699,33;02/09/2002 00:00:00
5088;03/09/2002 00:00:00;"USD";"ARS";1,0;1,0;03/09/2002 00:00:00
5089;03/09/2002 00:00:00;"USD";"AUD";1,803;1,803;03/09/2002 00:00:00
5090;03/09/2002 00:00:00;"USD";"BRL";1,953;1,945;03/09/2002 00:00:00
5091;03/09/2002 00:00:00;"USD";"CAD";1,507;1,503;03/09/2002 00:00:00
5092;03/09/2002 00:00:00;"USD";"CNY";8,277;8,277;03/09/2002 00:00:00
5093;03/09/2002 00:00:00;"USD";"EUR";1,063;1,063;03/09/2002 00:00:00
5094;03/09/2002 00:00:00;"USD";"GBP";0,68;0,679;03/09/2002 00:00:00
5095;03/09/2002 00:00:00;"USD";"JPY";117,69;117,629;03/09/2002 00:00:00
5096;03/09/2002 00:00:00;"USD";"MXN";9,961;9,96;03/09/2002 00:00:00
5097;03/09/2002 00:00:00;"USD";"SAR";3,751;3,742;03/09/2002 00:00:00
5098;03/09/2002 00:00:00;"USD";"VEB";699,5;699,41;03/09/2002 00:00:00
5099;04/09/2002 00:00:00;"USD";"ARS";1,0;1,0;04/09/2002 00:00:00
5100;04/09/2002 00:00:00;"USD";"AUD";1,808;1,809;04/09/2002 00:00:00
5101;04/09/2002 00:00:00;"USD";"BRL";1,957;1,967;04/09/2002 00:00:00
5102;04/09/2002 00:00:00;"USD";"CAD";1,512;1,518;04/09/2002 00:00:00
5103;04/09/2002 00:00:00;"USD";"CNY";8,277;8,278;04/09/2002 00:00:00
5104;04/09/2002 00:00:00;"USD";"EUR";1,07;1,071;04/09/2002 00:00:00
5105;04/09/2002 00:00:00;"USD";"GBP";0,679;0,679;04/09/2002 00:00:00
5106;04/09/2002 00:00:00;"USD";"JPY";118,916;118,924;04/09/2002 00:00:00
5107;04/09/2002 00:00:00;"USD";"MXN";9,869;9,873;04/09/2002 00:00:00
5108;04/09/2002 00:00:00;"USD";"SAR";3,751;3,759;04/09/2002 00:00:00
5109;04/09/2002 00:00:00;"USD";"VEB";700,3;700,32;04/09/2002 00:00:00
5110;05/09/2002 00:00:00;"USD";"ARS";1,0;1,0;05/09/2002 00:00:00
5111;05/09/2002 00:00:00;"USD";"AUD";1,791;1,791;05/09/2002 00:00:00
5112;05/09/2002 00:00:00;"USD";"BRL";1,955;1,953;05/09/2002 00:00:00
5113;05/09/2002 00:00:00;"USD";"CAD";1,513;1,503;05/09/2002 00:00:00
5114;05/09/2002 00:00:00;"USD";"CNY";8,277;8,277;05/09/2002 00:00:00
5115;05/09/2002 00:00:00;"USD";"EUR";1,058;1,058;05/09/2002 00:00:00
5116;05/09/2002 00:00:00;"USD";"GBP";0,679;0,678;05/09/2002 00:00:00
5117;05/09/2002 00:00:00;"USD";"JPY";118,07;117,972;05/09/2002 00:00:00
5118;05/09/2002 00:00:00;"USD";"MXN";9,83;9,823;05/09/2002 00:00:00
5119;05/09/2002 00:00:00;"USD";"SAR";3,751;3,742;05/09/2002 00:00:00
5120;05/09/2002 00:00:00;"USD";"VEB";699,75;699,75;05/09/2002 00:00:00
5121;06/09/2002 00:00:00;"USD";"ARS";1,0;1,0;06/09/2002 00:00:00
5122;06/09/2002 00:00:00;"USD";"AUD";1,799;1,799;06/09/2002 00:00:00
5123;06/09/2002 00:00:00;"USD";"BRL";1,958;1,962;06/09/2002 00:00:00
5124;06/09/2002 00:00:00;"USD";"CAD";1,513;1,514;06/09/2002 00:00:00
5125;06/09/2002 00:00:00;"USD";"CNY";8,277;8,278;06/09/2002 00:00:00
5126;06/09/2002 00:00:00;"USD";"EUR";1,07;1,071;06/09/2002 00:00:00
5127;06/09/2002 00:00:00;"USD";"GBP";0,684;0,684;06/09/2002 00:00:00
5128;06/09/2002 00:00:00;"USD";"JPY";117,24;117,285;06/09/2002 00:00:00
5129;06/09/2002 00:00:00;"USD";"MXN";9,792;9,797;06/09/2002 00:00:00
5130;06/09/2002 00:00:00;"USD";"SAR";3,751;3,754;06/09/2002 00:00:00
5131;06/09/2002 00:00:00;"USD";"VEB";699,7;699,76;06/09/2002 00:00:00
5132;07/09/2002 00:00:00;"USD";"ARS";1,0;0,999;07/09/2002 00:00:00
5133;07/09/2002 00:00:00;"USD";"AUD";1,799;1,798;07/09/2002 00:00:00
5134;07/09/2002 00:00:00;"USD";"BRL";1,96;1,959;07/09/2002 00:00:00
5135;07/09/2002 00:00:00;"USD";"CAD";1,512;1,507;07/09/2002 00:00:00
5136;07/09/2002 00:00:00;"USD";"CNY";8,277;8,276;07/09/2002 00:00:00
5137;07/09/2002 00:00:00;"USD";"EUR";1,07;1,07;07/09/2002 00:00:00
5138;07/09/2002 00:00:00;"USD";"GBP";0,684;0,684;07/09/2002 00:00:00
5139;07/09/2002 00:00:00;"USD";"JPY";117,24;117,228;07/09/2002 00:00:00
5140;07/09/2002 00:00:00;"USD";"MXN";9,792;9,782;07/09/2002 00:00:00
5141;07/09/2002 00:00:00;"USD";"SAR";3,751;3,746;07/09/2002 00:00:00
5142;07/09/2002 00:00:00;"USD";"VEB";699,7;699,68;07/09/2002 00:00:00
5143;08/09/2002 00:00:00;"USD";"ARS";1,0;1,0;08/09/2002 00:00:00
5144;08/09/2002 00:00:00;"USD";"AUD";1,8;1,8;08/09/2002 00:00:00
5145;08/09/2002 00:00:00;"USD";"BRL";1,96;1,965;08/09/2002 00:00:00
5146;08/09/2002 00:00:00;"USD";"CAD";1,512;1,521;08/09/2002 00:00:00
5147;08/09/2002 00:00:00;"USD";"CNY";8,277;8,277;08/09/2002 00:00:00
5148;08/09/2002 00:00:00;"USD";"EUR";1,07;1,07;08/09/2002 00:00:00
5149;08/09/2002 00:00:00;"USD";"GBP";0,684;0,684;08/09/2002 00:00:00
5150;08/09/2002 00:00:00;"USD";"JPY";117,11;117,139;08/09/2002 00:00:00
5151;08/09/2002 00:00:00;"USD";"MXN";9,792;9,796;08/09/2002 00:00:00
5152;08/09/2002 00:00:00;"USD";"SAR";3,751;3,76;08/09/2002 00:00:00
5153;08/09/2002 00:00:00;"USD";"VEB";699,7;699,72;08/09/2002 00:00:00
5154;09/09/2002 00:00:00;"USD";"ARS";1,0;1,0;09/09/2002 00:00:00
5155;09/09/2002 00:00:00;"USD";"AUD";1,797;1,797;09/09/2002 00:00:00
5156;09/09/2002 00:00:00;"USD";"BRL";1,957;1,953;09/09/2002 00:00:00
5157;09/09/2002 00:00:00;"USD";"CAD";1,504;1,495;09/09/2002 00:00:00
5158;09/09/2002 00:00:00;"USD";"CNY";8,279;8,279;09/09/2002 00:00:00
5159;09/09/2002 00:00:00;"USD";"EUR";1,065;1,064;09/09/2002 00:00:00
5160;09/09/2002 00:00:00;"USD";"GBP";0,683;0,682;09/09/2002 00:00:00
5161;09/09/2002 00:00:00;"USD";"JPY";116,366;116,3;09/09/2002 00:00:00
5162;09/09/2002 00:00:00;"USD";"MXN";9,8;9,8;09/09/2002 00:00:00
5163;09/09/2002 00:00:00;"USD";"SAR";3,751;3,747;09/09/2002 00:00:00
5164;09/09/2002 00:00:00;"USD";"VEB";699,76;699,71;09/09/2002 00:00:00
5165;10/09/2002 00:00:00;"USD";"ARS";1,0;1,0;10/09/2002 00:00:00
5166;10/09/2002 00:00:00;"USD";"AUD";1,81;1,811;10/09/2002 00:00:00
5167;10/09/2002 00:00:00;"USD";"BRL";1,962;1,97;10/09/2002 00:00:00
5168;10/09/2002 00:00:00;"USD";"CAD";1,512;1,517;10/09/2002 00:00:00
5169;10/09/2002 00:00:00;"USD";"CNY";8,279;8,28;10/09/2002 00:00:00
5170;10/09/2002 00:00:00;"USD";"EUR";1,067;1,067;10/09/2002 00:00:00
5171;10/09/2002 00:00:00;"USD";"GBP";0,681;0,681;10/09/2002 00:00:00
5172;10/09/2002 00:00:00;"USD";"JPY";117,094;117,176;10/09/2002 00:00:00
5173;10/09/2002 00:00:00;"USD";"MXN";9,765;9,769;10/09/2002 00:00:00
5174;10/09/2002 00:00:00;"USD";"SAR";3,751;3,754;10/09/2002 00:00:00
5175;10/09/2002 00:00:00;"USD";"VEB";700,1;700,11;10/09/2002 00:00:00
5176;11/09/2002 00:00:00;"USD";"ARS";1,0;0,999;11/09/2002 00:00:00
5177;11/09/2002 00:00:00;"USD";"AUD";1,843;1,842;11/09/2002 00:00:00
5178;11/09/2002 00:00:00;"USD";"BRL";1,97;1,96;11/09/2002 00:00:00
5179;11/09/2002 00:00:00;"USD";"CAD";1,513;1,503;11/09/2002 00:00:00
5180;11/09/2002 00:00:00;"USD";"CNY";8,279;8,279;11/09/2002 00:00:00
5181;11/09/2002 00:00:00;"USD";"EUR";1,085;1,084;11/09/2002 00:00:00
5182;11/09/2002 00:00:00;"USD";"GBP";0,687;0,686;11/09/2002 00:00:00
5183;11/09/2002 00:00:00;"USD";"JPY";117,874;117,795;11/09/2002 00:00:00
5184;11/09/2002 00:00:00;"USD";"MXN";9,677;9,673;11/09/2002 00:00:00
5185;11/09/2002 00:00:00;"USD";"SAR";3,751;3,745;11/09/2002 00:00:00
5186;11/09/2002 00:00:00;"USD";"VEB";700,6;700,55;11/09/2002 00:00:00
5187;12/09/2002 00:00:00;"USD";"ARS";1,0;1,0;12/09/2002 00:00:00
5188;12/09/2002 00:00:00;"USD";"AUD";1,833;1,834;12/09/2002 00:00:00
5189;12/09/2002 00:00:00;"USD";"BRL";1,974;1,979;12/09/2002 00:00:00
5190;12/09/2002 00:00:00;"USD";"CAD";1,508;1,512;12/09/2002 00:00:00
5191;12/09/2002 00:00:00;"USD";"CNY";8,279;8,28;12/09/2002 00:00:00
5192;12/09/2002 00:00:00;"USD";"EUR";1,082;1,083;12/09/2002 00:00:00
5193;12/09/2002 00:00:00;"USD";"GBP";0,684;0,685;12/09/2002 00:00:00
5194;12/09/2002 00:00:00;"USD";"JPY";116,844;116,913;12/09/2002 00:00:00
5195;12/09/2002 00:00:00;"USD";"MXN";9,685;9,692;12/09/2002 00:00:00
5196;12/09/2002 00:00:00;"USD";"SAR";3,751;3,753;12/09/2002 00:00:00
5197;12/09/2002 00:00:00;"USD";"VEB";700,113;700,17;12/09/2002 00:00:00
5198;13/09/2002 00:00:00;"USD";"ARS";1,0;0,999;13/09/2002 00:00:00
5199;13/09/2002 00:00:00;"USD";"AUD";1,838;1,837;13/09/2002 00:00:00
5200;13/09/2002 00:00:00;"USD";"BRL";1,974;1,971;13/09/2002 00:00:00
5201;13/09/2002 00:00:00;"USD";"CAD";1,506;1,5;13/09/2002 00:00:00
5202;13/09/2002 00:00:00;"USD";"CNY";8,279;8,279;13/09/2002 00:00:00
5203;13/09/2002 00:00:00;"USD";"EUR";1,082;1,082;13/09/2002 00:00:00
5204;13/09/2002 00:00:00;"USD";"GBP";0,684;0,684;13/09/2002 00:00:00
5205;13/09/2002 00:00:00;"USD";"JPY";117,383;117,383;13/09/2002 00:00:00
5206;13/09/2002 00:00:00;"USD";"MXN";9,662;9,652;13/09/2002 00:00:00
5207;13/09/2002 00:00:00;"USD";"SAR";3,751;3,749;13/09/2002 00:00:00
5208;13/09/2002 00:00:00;"USD";"VEB";700,7;700,64;13/09/2002 00:00:00
5209;14/09/2002 00:00:00;"USD";"ARS";1,0;1,0;14/09/2002 00:00:00
5210;14/09/2002 00:00:00;"USD";"AUD";1,838;1,839;14/09/2002 00:00:00
5211;14/09/2002 00:00:00;"USD";"BRL";1,975;1,982;14/09/2002 00:00:00
5212;14/09/2002 00:00:00;"USD";"CAD";1,505;1,513;14/09/2002 00:00:00
5213;14/09/2002 00:00:00;"USD";"CNY";8,279;8,28;14/09/2002 00:00:00
5214;14/09/2002 00:00:00;"USD";"EUR";1,083;1,084;14/09/2002 00:00:00
5215;14/09/2002 00:00:00;"USD";"GBP";0,685;0,685;14/09/2002 00:00:00
5216;14/09/2002 00:00:00;"USD";"JPY";117,25;117,304;14/09/2002 00:00:00
5217;14/09/2002 00:00:00;"USD";"MXN";9,662;9,671;14/09/2002 00:00:00
5218;14/09/2002 00:00:00;"USD";"SAR";3,751;3,758;14/09/2002 00:00:00
5219;14/09/2002 00:00:00;"USD";"VEB";700,7;700,75;14/09/2002 00:00:00
5220;15/09/2002 00:00:00;"USD";"ARS";1,0;0,999;15/09/2002 00:00:00
5221;15/09/2002 00:00:00;"USD";"AUD";1,841;1,841;15/09/2002 00:00:00
5222;15/09/2002 00:00:00;"USD";"BRL";1,975;1,969;15/09/2002 00:00:00
5223;15/09/2002 00:00:00;"USD";"CAD";1,506;1,504;15/09/2002 00:00:00
5224;15/09/2002 00:00:00;"USD";"CNY";8,279;8,279;15/09/2002 00:00:00
5225;15/09/2002 00:00:00;"USD";"EUR";1,083;1,082;15/09/2002 00:00:00
5226;15/09/2002 00:00:00;"USD";"GBP";0,685;0,684;15/09/2002 00:00:00
5227;15/09/2002 00:00:00;"USD";"JPY";117,35;117,314;15/09/2002 00:00:00
5228;15/09/2002 00:00:00;"USD";"MXN";9,662;9,662;15/09/2002 00:00:00
5229;15/09/2002 00:00:00;"USD";"SAR";3,751;3,748;15/09/2002 00:00:00
5230;15/09/2002 00:00:00;"USD";"VEB";700,7;700,67;15/09/2002 00:00:00
5231;16/09/2002 00:00:00;"USD";"ARS";1,0;1,001;16/09/2002 00:00:00
5232;16/09/2002 00:00:00;"USD";"AUD";1,843;1,843;16/09/2002 00:00:00
5233;16/09/2002 00:00:00;"USD";"BRL";1,975;1,982;16/09/2002 00:00:00
5234;16/09/2002 00:00:00;"USD";"CAD";1,502;1,508;16/09/2002 00:00:00
5235;16/09/2002 00:00:00;"USD";"CNY";8,279;8,28;16/09/2002 00:00:00
5236;16/09/2002 00:00:00;"USD";"EUR";1,091;1,091;16/09/2002 00:00:00
5237;16/09/2002 00:00:00;"USD";"GBP";0,686;0,687;16/09/2002 00:00:00
5238;16/09/2002 00:00:00;"USD";"JPY";116,747;116,751;16/09/2002 00:00:00
5239;16/09/2002 00:00:00;"USD";"MXN";9,631;9,64;16/09/2002 00:00:00
5240;16/09/2002 00:00:00;"USD";"SAR";3,751;3,753;16/09/2002 00:00:00
5241;16/09/2002 00:00:00;"USD";"VEB";700,7;700,79;16/09/2002 00:00:00
5242;17/09/2002 00:00:00;"USD";"ARS";1,0;1,0;17/09/2002 00:00:00
5243;17/09/2002 00:00:00;"USD";"AUD";1,825;1,825;17/09/2002 00:00:00
5244;17/09/2002 00:00:00;"USD";"BRL";1,966;1,962;17/09/2002 00:00:00
5245;17/09/2002 00:00:00;"USD";"CAD";1,504;1,494;17/09/2002 00:00:00
5246;17/09/2002 00:00:00;"USD";"CNY";8,279;8,279;17/09/2002 00:00:00
5247;17/09/2002 00:00:00;"USD";"EUR";1,08;1,079;17/09/2002 00:00:00
5248;17/09/2002 00:00:00;"USD";"GBP";0,684;0,684;17/09/2002 00:00:00
5249;17/09/2002 00:00:00;"USD";"JPY";115,921;115,894;17/09/2002 00:00:00
5250;17/09/2002 00:00:00;"USD";"MXN";9,681;9,674;17/09/2002 00:00:00
5251;17/09/2002 00:00:00;"USD";"SAR";3,751;3,748;17/09/2002 00:00:00
5252;17/09/2002 00:00:00;"USD";"VEB";701,0;700,92;17/09/2002 00:00:00
5253;18/09/2002 00:00:00;"USD";"ARS";1,0;1,0;18/09/2002 00:00:00
5254;18/09/2002 00:00:00;"USD";"AUD";1,817;1,817;18/09/2002 00:00:00
5255;18/09/2002 00:00:00;"USD";"BRL";1,972;1,98;18/09/2002 00:00:00
5256;18/09/2002 00:00:00;"USD";"CAD";1,499;1,504;18/09/2002 00:00:00
5257;18/09/2002 00:00:00;"USD";"CNY";8,279;8,279;18/09/2002 00:00:00
5258;18/09/2002 00:00:00;"USD";"EUR";1,068;1,068;18/09/2002 00:00:00
5259;18/09/2002 00:00:00;"USD";"GBP";0,683;0,684;18/09/2002 00:00:00
5260;18/09/2002 00:00:00;"USD";"JPY";116,423;116,513;18/09/2002 00:00:00
5261;18/09/2002 00:00:00;"USD";"MXN";9,67;9,673;18/09/2002 00:00:00
5262;18/09/2002 00:00:00;"USD";"SAR";3,751;3,752;18/09/2002 00:00:00
5263;18/09/2002 00:00:00;"USD";"VEB";700,7;700,77;18/09/2002 00:00:00
5264;19/09/2002 00:00:00;"USD";"ARS";1,0;1,0;19/09/2002 00:00:00
5265;19/09/2002 00:00:00;"USD";"AUD";1,807;1,806;19/09/2002 00:00:00
5266;19/09/2002 00:00:00;"USD";"BRL";1,991;1,986;19/09/2002 00:00:00
5267;19/09/2002 00:00:00;"USD";"CAD";1,494;1,487;19/09/2002 00:00:00
5268;19/09/2002 00:00:00;"USD";"CNY";8,278;8,277;19/09/2002 00:00:00
5269;19/09/2002 00:00:00;"USD";"EUR";1,063;1,063;19/09/2002 00:00:00
5270;19/09/2002 00:00:00;"USD";"GBP";0,676;0,676;19/09/2002 00:00:00
5271;19/09/2002 00:00:00;"USD";"JPY";115,59;115,556;19/09/2002 00:00:00
5272;19/09/2002 00:00:00;"USD";"MXN";9,794;9,786;19/09/2002 00:00:00
5273;19/09/2002 00:00:00;"USD";"SAR";3,751;3,747;19/09/2002 00:00:00
5274;19/09/2002 00:00:00;"USD";"VEB";701,25;701,25;19/09/2002 00:00:00
5275;20/09/2002 00:00:00;"USD";"ARS";1,0;1,0;20/09/2002 00:00:00
5276;20/09/2002 00:00:00;"USD";"AUD";1,809;1,809;20/09/2002 00:00:00
5277;20/09/2002 00:00:00;"USD";"BRL";1,991;1,995;20/09/2002 00:00:00
5278;20/09/2002 00:00:00;"USD";"CAD";1,496;1,5;20/09/2002 00:00:00
5279;20/09/2002 00:00:00;"USD";"CNY";8,278;8,279;20/09/2002 00:00:00
5280;20/09/2002 00:00:00;"USD";"EUR";1,069;1,069;20/09/2002 00:00:00
5281;20/09/2002 00:00:00;"USD";"GBP";0,68;0,681;20/09/2002 00:00:00
5282;20/09/2002 00:00:00;"USD";"JPY";115,723;115,797;20/09/2002 00:00:00
5283;20/09/2002 00:00:00;"USD";"MXN";9,782;9,791;20/09/2002 00:00:00
5284;20/09/2002 00:00:00;"USD";"SAR";3,751;3,751;20/09/2002 00:00:00
5285;20/09/2002 00:00:00;"USD";"VEB";701,5;701,56;20/09/2002 00:00:00
5286;21/09/2002 00:00:00;"USD";"ARS";1,0;0,999;21/09/2002 00:00:00
5287;21/09/2002 00:00:00;"USD";"AUD";1,809;1,808;21/09/2002 00:00:00
5288;21/09/2002 00:00:00;"USD";"BRL";1,989;1,987;21/09/2002 00:00:00
5289;21/09/2002 00:00:00;"USD";"CAD";1,497;1,492;21/09/2002 00:00:00
5290;21/09/2002 00:00:00;"USD";"CNY";8,278;8,277;21/09/2002 00:00:00
5291;21/09/2002 00:00:00;"USD";"EUR";1,069;1,069;21/09/2002 00:00:00
5292;21/09/2002 00:00:00;"USD";"GBP";0,681;0,68;21/09/2002 00:00:00
5293;21/09/2002 00:00:00;"USD";"JPY";115,74;115,677;21/09/2002 00:00:00
5294;21/09/2002 00:00:00;"USD";"MXN";9,782;9,782;21/09/2002 00:00:00
5295;21/09/2002 00:00:00;"USD";"SAR";3,751;3,741;21/09/2002 00:00:00
5296;21/09/2002 00:00:00;"USD";"VEB";701,5;701,41;21/09/2002 00:00:00
5297;22/09/2002 00:00:00;"USD";"ARS";1,0;1,0;22/09/2002 00:00:00
5298;22/09/2002 00:00:00;"USD";"AUD";1,817;1,817;22/09/2002 00:00:00
5299;22/09/2002 00:00:00;"USD";"BRL";1,989;1,999;22/09/2002 00:00:00
5300;22/09/2002 00:00:00;"USD";"CAD";1,497;1,501;22/09/2002 00:00:00
5301;22/09/2002 00:00:00;"USD";"CNY";8,278;8,279;22/09/2002 00:00:00
5302;22/09/2002 00:00:00;"USD";"EUR";1,069;1,069;22/09/2002 00:00:00
5303;22/09/2002 00:00:00;"USD";"GBP";0,681;0,681;22/09/2002 00:00:00
5304;22/09/2002 00:00:00;"USD";"JPY";115,71;115,765;22/09/2002 00:00:00
5305;22/09/2002 00:00:00;"USD";"MXN";9,782;9,791;22/09/2002 00:00:00
5306;22/09/2002 00:00:00;"USD";"SAR";3,751;3,757;22/09/2002 00:00:00
5307;22/09/2002 00:00:00;"USD";"VEB";701,5;701,57;22/09/2002 00:00:00
5308;23/09/2002 00:00:00;"USD";"ARS";1,0;0,999;23/09/2002 00:00:00
5309;23/09/2002 00:00:00;"USD";"AUD";1,819;1,818;23/09/2002 00:00:00
5310;23/09/2002 00:00:00;"USD";"BRL";2,0;1,994;23/09/2002 00:00:00
5311;23/09/2002 00:00:00;"USD";"CAD";1,509;1,503;23/09/2002 00:00:00
5312;23/09/2002 00:00:00;"USD";"CNY";8,278;8,277;23/09/2002 00:00:00
5313;23/09/2002 00:00:00;"USD";"EUR";1,066;1,065;23/09/2002 00:00:00
5314;23/09/2002 00:00:00;"USD";"GBP";0,678;0,677;23/09/2002 00:00:00
5315;23/09/2002 00:00:00;"USD";"JPY";114,77;114,694;23/09/2002 00:00:00
5316;23/09/2002 00:00:00;"USD";"MXN";9,757;9,753;23/09/2002 00:00:00
5317;23/09/2002 00:00:00;"USD";"SAR";3,751;3,747;23/09/2002 00:00:00
5318;23/09/2002 00:00:00;"USD";"VEB";701,25;701,19;23/09/2002 00:00:00
5319;24/09/2002 00:00:00;"USD";"ARS";1,0;1,0;24/09/2002 00:00:00
5320;24/09/2002 00:00:00;"USD";"AUD";1,825;1,825;24/09/2002 00:00:00
5321;24/09/2002 00:00:00;"USD";"BRL";2,003;2,007;24/09/2002 00:00:00
5322;24/09/2002 00:00:00;"USD";"CAD";1,512;1,519;24/09/2002 00:00:00
5323;24/09/2002 00:00:00;"USD";"CNY";8,277;8,278;24/09/2002 00:00:00
5324;24/09/2002 00:00:00;"USD";"EUR";1,076;1,076;24/09/2002 00:00:00
5325;24/09/2002 00:00:00;"USD";"GBP";0,686;0,686;24/09/2002 00:00:00
5326;24/09/2002 00:00:00;"USD";"JPY";114,829;114,925;24/09/2002 00:00:00
5327;24/09/2002 00:00:00;"USD";"MXN";9,701;9,706;24/09/2002 00:00:00
5328;24/09/2002 00:00:00;"USD";"SAR";3,751;3,757;24/09/2002 00:00:00
5329;24/09/2002 00:00:00;"USD";"VEB";701,683;701,7;24/09/2002 00:00:00
5330;25/09/2002 00:00:00;"USD";"ARS";1,0;0,999;25/09/2002 00:00:00
5331;25/09/2002 00:00:00;"USD";"AUD";1,833;1,833;25/09/2002 00:00:00
5332;25/09/2002 00:00:00;"USD";"BRL";2,003;1,996;25/09/2002 00:00:00
5333;25/09/2002 00:00:00;"USD";"CAD";1,51;1,508;25/09/2002 00:00:00
5334;25/09/2002 00:00:00;"USD";"CNY";8,277;8,277;25/09/2002 00:00:00
5335;25/09/2002 00:00:00;"USD";"EUR";1,077;1,076;25/09/2002 00:00:00
5336;25/09/2002 00:00:00;"USD";"GBP";0,688;0,687;25/09/2002 00:00:00
5337;25/09/2002 00:00:00;"USD";"JPY";116,396;116,356;25/09/2002 00:00:00
5338;25/09/2002 00:00:00;"USD";"MXN";9,692;9,688;25/09/2002 00:00:00
5339;25/09/2002 00:00:00;"USD";"SAR";3,751;3,744;25/09/2002 00:00:00
5340;25/09/2002 00:00:00;"USD";"VEB";702,01;701,94;25/09/2002 00:00:00
5341;26/09/2002 00:00:00;"USD";"ARS";1,0;1,001;26/09/2002 00:00:00
5342;26/09/2002 00:00:00;"USD";"AUD";1,871;1,871;26/09/2002 00:00:00
5343;26/09/2002 00:00:00;"USD";"BRL";1,992;1,994;26/09/2002 00:00:00
5344;26/09/2002 00:00:00;"USD";"CAD";1,511;1,521;26/09/2002 00:00:00
5345;26/09/2002 00:00:00;"USD";"CNY";8,277;8,278;26/09/2002 00:00:00
5346;26/09/2002 00:00:00;"USD";"EUR";1,089;1,09;26/09/2002 00:00:00
5347;26/09/2002 00:00:00;"USD";"GBP";0,692;0,692;26/09/2002 00:00:00
