"DatabaseLogID";"PostTime";"DatabaseUser";"Event";"Schema";"Object";"TSQL";"XmlEvent"
389;14/10/2005 01:59:55;"dbo";"CREATE_TRIGGER";"Sales";"uSalesOrderHeaderSalesReason";"
CREATE TRIGGER [Sales].[uSalesOrderHeaderSalesReason] ON [Sales].[SalesOrderHeaderSalesReason] 
AFTER UPDATE NOT FOR REPLICATION AS 
BEGIN
    SET NOCOUNT ON;

    BEGIN TRY
        UPDATE [Sales].[SalesOrderHeaderSalesReason]
        SET [Sales].[SalesOrderHeaderSalesReason].[ModifiedDate] = GETDATE()
        FROM inserted
        WHERE inserted.[SalesOrderID] = [Sales].[SalesOrderHeaderSalesReason].[SalesOrderID]
            AND inserted.[SalesReasonID] = [Sales].[SalesOrderHeaderSalesReason].[SalesReasonID];
    END TRY
    BEGIN CATCH
        EXECUTE [dbo].[uspPrintError];

        -- Rollback any active or uncommittable transactions before
        -- inserting information in the ErrorLog
        IF @@TRANCOUNT > 0
        BEGIN
            ROLLBACK TRANSACTION;
        END

        EXECUTE [dbo].[uspLogError];
    END CATCH;
END;
";"<EVENT_INSTANCE><EventType>CREATE_TRIGGER</EventType><PostTime>2005-10-14T01:59:55.350</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>uSalesOrderHeaderSalesReason</ObjectName><ObjectType>TRIGGER</ObjectType><TargetObjectName>SalesOrderHeaderSalesReason</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE TRIGGER [Sales].[uSalesOrderHeaderSalesReason] ON [Sales].[SalesOrderHeaderSalesReason] &#x0D;
AFTER UPDATE NOT FOR REPLICATION AS &#x0D;
BEGIN&#x0D;
    SET NOCOUNT ON;&#x0D;
&#x0D;
    BEGIN TRY&#x0D;
        UPDATE [Sales].[SalesOrderHeaderSalesReason]&#x0D;
        SET [Sales].[SalesOrderHeaderSalesReason].[ModifiedDate] = GETDATE()&#x0D;
        FROM inserted&#x0D;
        WHERE inserted.[SalesOrderID] = [Sales].[SalesOrderHeaderSalesReason].[SalesOrderID]&#x0D;
            AND inserted.[SalesReasonID] = [Sales].[SalesOrderHeaderSalesReason].[SalesReasonID];&#x0D;
    END TRY&#x0D;
    BEGIN CATCH&#x0D;
        EXECUTE [dbo].[uspPrintError];&#x0D;
&#x0D;
        -- Rollback any active or uncommittable transactions before&#x0D;
        -- inserting information in the ErrorLog&#x0D;
        IF @@TRANCOUNT &gt; 0&#x0D;
        BEGIN&#x0D;
            ROLLBACK TRANSACTION;&#x0D;
        END&#x0D;
&#x0D;
        EXECUTE [dbo].[uspLogError];&#x0D;
    END CATCH;&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
390;14/10/2005 01:59:55;"dbo";"CREATE_TRIGGER";"Sales";"uSalesPerson";"
CREATE TRIGGER [Sales].[uSalesPerson] ON [Sales].[SalesPerson] 
AFTER UPDATE NOT FOR REPLICATION AS 
BEGIN
    SET NOCOUNT ON;

    BEGIN TRY
        UPDATE [Sales].[SalesPerson]
        SET [Sales].[SalesPerson].[ModifiedDate] = GETDATE()
        FROM inserted
        WHERE inserted.[SalesPersonID] = [Sales].[SalesPerson].[SalesPersonID];
    END TRY
    BEGIN CATCH
        EXECUTE [dbo].[uspPrintError];

        -- Rollback any active or uncommittable transactions before
        -- inserting information in the ErrorLog
        IF @@TRANCOUNT > 0
        BEGIN
            ROLLBACK TRANSACTION;
        END

        EXECUTE [dbo].[uspLogError];
    END CATCH;
END;
";"<EVENT_INSTANCE><EventType>CREATE_TRIGGER</EventType><PostTime>2005-10-14T01:59:55.460</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>uSalesPerson</ObjectName><ObjectType>TRIGGER</ObjectType><TargetObjectName>SalesPerson</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE TRIGGER [Sales].[uSalesPerson] ON [Sales].[SalesPerson] &#x0D;
AFTER UPDATE NOT FOR REPLICATION AS &#x0D;
BEGIN&#x0D;
    SET NOCOUNT ON;&#x0D;
&#x0D;
    BEGIN TRY&#x0D;
        UPDATE [Sales].[SalesPerson]&#x0D;
        SET [Sales].[SalesPerson].[ModifiedDate] = GETDATE()&#x0D;
        FROM inserted&#x0D;
        WHERE inserted.[SalesPersonID] = [Sales].[SalesPerson].[SalesPersonID];&#x0D;
    END TRY&#x0D;
    BEGIN CATCH&#x0D;
        EXECUTE [dbo].[uspPrintError];&#x0D;
&#x0D;
        -- Rollback any active or uncommittable transactions before&#x0D;
        -- inserting information in the ErrorLog&#x0D;
        IF @@TRANCOUNT &gt; 0&#x0D;
        BEGIN&#x0D;
            ROLLBACK TRANSACTION;&#x0D;
        END&#x0D;
&#x0D;
        EXECUTE [dbo].[uspLogError];&#x0D;
    END CATCH;&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
391;14/10/2005 01:59:55;"dbo";"CREATE_TRIGGER";"Sales";"uSalesPersonQuotaHistory";"
CREATE TRIGGER [Sales].[uSalesPersonQuotaHistory] ON [Sales].[SalesPersonQuotaHistory] 
AFTER UPDATE NOT FOR REPLICATION AS 
BEGIN
    SET NOCOUNT ON;

    BEGIN TRY
        UPDATE [Sales].[SalesPersonQuotaHistory]
        SET [Sales].[SalesPersonQuotaHistory].[ModifiedDate] = GETDATE()
        FROM inserted
        WHERE inserted.[SalesPersonID] = [Sales].[SalesPersonQuotaHistory].[SalesPersonID]
            AND inserted.[QuotaDate] = [Sales].[SalesPersonQuotaHistory].[QuotaDate];
    END TRY
    BEGIN CATCH
        EXECUTE [dbo].[uspPrintError];

        -- Rollback any active or uncommittable transactions before
        -- inserting information in the ErrorLog
        IF @@TRANCOUNT > 0
        BEGIN
            ROLLBACK TRANSACTION;
        END

        EXECUTE [dbo].[uspLogError];
    END CATCH;
END;
";"<EVENT_INSTANCE><EventType>CREATE_TRIGGER</EventType><PostTime>2005-10-14T01:59:55.570</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>uSalesPersonQuotaHistory</ObjectName><ObjectType>TRIGGER</ObjectType><TargetObjectName>SalesPersonQuotaHistory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE TRIGGER [Sales].[uSalesPersonQuotaHistory] ON [Sales].[SalesPersonQuotaHistory] &#x0D;
AFTER UPDATE NOT FOR REPLICATION AS &#x0D;
BEGIN&#x0D;
    SET NOCOUNT ON;&#x0D;
&#x0D;
    BEGIN TRY&#x0D;
        UPDATE [Sales].[SalesPersonQuotaHistory]&#x0D;
        SET [Sales].[SalesPersonQuotaHistory].[ModifiedDate] = GETDATE()&#x0D;
        FROM inserted&#x0D;
        WHERE inserted.[SalesPersonID] = [Sales].[SalesPersonQuotaHistory].[SalesPersonID]&#x0D;
            AND inserted.[QuotaDate] = [Sales].[SalesPersonQuotaHistory].[QuotaDate];&#x0D;
    END TRY&#x0D;
    BEGIN CATCH&#x0D;
        EXECUTE [dbo].[uspPrintError];&#x0D;
&#x0D;
        -- Rollback any active or uncommittable transactions before&#x0D;
        -- inserting information in the ErrorLog&#x0D;
        IF @@TRANCOUNT &gt; 0&#x0D;
        BEGIN&#x0D;
            ROLLBACK TRANSACTION;&#x0D;
        END&#x0D;
&#x0D;
        EXECUTE [dbo].[uspLogError];&#x0D;
    END CATCH;&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
392;14/10/2005 01:59:55;"dbo";"CREATE_TRIGGER";"Sales";"uSalesReason";"
CREATE TRIGGER [Sales].[uSalesReason] ON [Sales].[SalesReason] 
AFTER UPDATE NOT FOR REPLICATION AS 
BEGIN
    SET NOCOUNT ON;

    BEGIN TRY
        UPDATE [Sales].[SalesReason]
        SET [Sales].[SalesReason].[ModifiedDate] = GETDATE()
        FROM inserted
        WHERE inserted.[SalesReasonID] = [Sales].[SalesReason].[SalesReasonID];
    END TRY
    BEGIN CATCH
        EXECUTE [dbo].[uspPrintError];

        -- Rollback any active or uncommittable transactions before
        -- inserting information in the ErrorLog
        IF @@TRANCOUNT > 0
        BEGIN
            ROLLBACK TRANSACTION;
        END

        EXECUTE [dbo].[uspLogError];
    END CATCH;
END;
";"<EVENT_INSTANCE><EventType>CREATE_TRIGGER</EventType><PostTime>2005-10-14T01:59:55.680</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>uSalesReason</ObjectName><ObjectType>TRIGGER</ObjectType><TargetObjectName>SalesReason</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE TRIGGER [Sales].[uSalesReason] ON [Sales].[SalesReason] &#x0D;
AFTER UPDATE NOT FOR REPLICATION AS &#x0D;
BEGIN&#x0D;
    SET NOCOUNT ON;&#x0D;
&#x0D;
    BEGIN TRY&#x0D;
        UPDATE [Sales].[SalesReason]&#x0D;
        SET [Sales].[SalesReason].[ModifiedDate] = GETDATE()&#x0D;
        FROM inserted&#x0D;
        WHERE inserted.[SalesReasonID] = [Sales].[SalesReason].[SalesReasonID];&#x0D;
    END TRY&#x0D;
    BEGIN CATCH&#x0D;
        EXECUTE [dbo].[uspPrintError];&#x0D;
&#x0D;
        -- Rollback any active or uncommittable transactions before&#x0D;
        -- inserting information in the ErrorLog&#x0D;
        IF @@TRANCOUNT &gt; 0&#x0D;
        BEGIN&#x0D;
            ROLLBACK TRANSACTION;&#x0D;
        END&#x0D;
&#x0D;
        EXECUTE [dbo].[uspLogError];&#x0D;
    END CATCH;&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
393;14/10/2005 01:59:55;"dbo";"CREATE_TRIGGER";"Sales";"uSalesTaxRate";"
CREATE TRIGGER [Sales].[uSalesTaxRate] ON [Sales].[SalesTaxRate] 
AFTER UPDATE NOT FOR REPLICATION AS 
BEGIN
    SET NOCOUNT ON;

    BEGIN TRY
        UPDATE [Sales].[SalesTaxRate]
        SET [Sales].[SalesTaxRate].[ModifiedDate] = GETDATE()
        FROM inserted
        WHERE inserted.[SalesTaxRateID] = [Sales].[SalesTaxRate].[SalesTaxRateID];
    END TRY
    BEGIN CATCH
        EXECUTE [dbo].[uspPrintError];

        -- Rollback any active or uncommittable transactions before
        -- inserting information in the ErrorLog
        IF @@TRANCOUNT > 0
        BEGIN
            ROLLBACK TRANSACTION;
        END

        EXECUTE [dbo].[uspLogError];
    END CATCH;
END;
";"<EVENT_INSTANCE><EventType>CREATE_TRIGGER</EventType><PostTime>2005-10-14T01:59:55.787</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>uSalesTaxRate</ObjectName><ObjectType>TRIGGER</ObjectType><TargetObjectName>SalesTaxRate</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE TRIGGER [Sales].[uSalesTaxRate] ON [Sales].[SalesTaxRate] &#x0D;
AFTER UPDATE NOT FOR REPLICATION AS &#x0D;
BEGIN&#x0D;
    SET NOCOUNT ON;&#x0D;
&#x0D;
    BEGIN TRY&#x0D;
        UPDATE [Sales].[SalesTaxRate]&#x0D;
        SET [Sales].[SalesTaxRate].[ModifiedDate] = GETDATE()&#x0D;
        FROM inserted&#x0D;
        WHERE inserted.[SalesTaxRateID] = [Sales].[SalesTaxRate].[SalesTaxRateID];&#x0D;
    END TRY&#x0D;
    BEGIN CATCH&#x0D;
        EXECUTE [dbo].[uspPrintError];&#x0D;
&#x0D;
        -- Rollback any active or uncommittable transactions before&#x0D;
        -- inserting information in the ErrorLog&#x0D;
        IF @@TRANCOUNT &gt; 0&#x0D;
        BEGIN&#x0D;
            ROLLBACK TRANSACTION;&#x0D;
        END&#x0D;
&#x0D;
        EXECUTE [dbo].[uspLogError];&#x0D;
    END CATCH;&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
394;14/10/2005 01:59:55;"dbo";"CREATE_TRIGGER";"Sales";"uSalesTerritory";"
CREATE TRIGGER [Sales].[uSalesTerritory] ON [Sales].[SalesTerritory] 
AFTER UPDATE NOT FOR REPLICATION AS 
BEGIN
    SET NOCOUNT ON;

    BEGIN TRY
        UPDATE [Sales].[SalesTerritory]
        SET [Sales].[SalesTerritory].[ModifiedDate] = GETDATE()
        FROM inserted
        WHERE inserted.[TerritoryID] = [Sales].[SalesTerritory].[TerritoryID];
    END TRY
    BEGIN CATCH
        EXECUTE [dbo].[uspPrintError];

        -- Rollback any active or uncommittable transactions before
        -- inserting information in the ErrorLog
        IF @@TRANCOUNT > 0
        BEGIN
            ROLLBACK TRANSACTION;
        END

        EXECUTE [dbo].[uspLogError];
    END CATCH;
END;
";"<EVENT_INSTANCE><EventType>CREATE_TRIGGER</EventType><PostTime>2005-10-14T01:59:55.897</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>uSalesTerritory</ObjectName><ObjectType>TRIGGER</ObjectType><TargetObjectName>SalesTerritory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE TRIGGER [Sales].[uSalesTerritory] ON [Sales].[SalesTerritory] &#x0D;
AFTER UPDATE NOT FOR REPLICATION AS &#x0D;
BEGIN&#x0D;
    SET NOCOUNT ON;&#x0D;
&#x0D;
    BEGIN TRY&#x0D;
        UPDATE [Sales].[SalesTerritory]&#x0D;
        SET [Sales].[SalesTerritory].[ModifiedDate] = GETDATE()&#x0D;
        FROM inserted&#x0D;
        WHERE inserted.[TerritoryID] = [Sales].[SalesTerritory].[TerritoryID];&#x0D;
    END TRY&#x0D;
    BEGIN CATCH&#x0D;
        EXECUTE [dbo].[uspPrintError];&#x0D;
&#x0D;
        -- Rollback any active or uncommittable transactions before&#x0D;
        -- inserting information in the ErrorLog&#x0D;
        IF @@TRANCOUNT &gt; 0&#x0D;
        BEGIN&#x0D;
            ROLLBACK TRANSACTION;&#x0D;
        END&#x0D;
&#x0D;
        EXECUTE [dbo].[uspLogError];&#x0D;
    END CATCH;&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
395;14/10/2005 01:59:56;"dbo";"CREATE_TRIGGER";"Sales";"uSalesTerritoryHistory";"
CREATE TRIGGER [Sales].[uSalesTerritoryHistory] ON [Sales].[SalesTerritoryHistory] 
AFTER UPDATE NOT FOR REPLICATION AS 
BEGIN
    SET NOCOUNT ON;

    BEGIN TRY
        UPDATE [Sales].[SalesTerritoryHistory]
        SET [Sales].[SalesTerritoryHistory].[ModifiedDate] = GETDATE()
        FROM inserted
        WHERE inserted.[SalesPersonID] = [Sales].[SalesTerritoryHistory].[SalesPersonID]
            AND inserted.[StartDate] = [Sales].[SalesTerritoryHistory].[StartDate]
            AND inserted.[TerritoryID] = [Sales].[SalesTerritoryHistory].[TerritoryID];
    END TRY
    BEGIN CATCH
        EXECUTE [dbo].[uspPrintError];

        -- Rollback any active or uncommittable transactions before
        -- inserting information in the ErrorLog
        IF @@TRANCOUNT > 0
        BEGIN
            ROLLBACK TRANSACTION;
        END

        EXECUTE [dbo].[uspLogError];
    END CATCH;
END;
";"<EVENT_INSTANCE><EventType>CREATE_TRIGGER</EventType><PostTime>2005-10-14T01:59:56.007</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>uSalesTerritoryHistory</ObjectName><ObjectType>TRIGGER</ObjectType><TargetObjectName>SalesTerritoryHistory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE TRIGGER [Sales].[uSalesTerritoryHistory] ON [Sales].[SalesTerritoryHistory] &#x0D;
AFTER UPDATE NOT FOR REPLICATION AS &#x0D;
BEGIN&#x0D;
    SET NOCOUNT ON;&#x0D;
&#x0D;
    BEGIN TRY&#x0D;
        UPDATE [Sales].[SalesTerritoryHistory]&#x0D;
        SET [Sales].[SalesTerritoryHistory].[ModifiedDate] = GETDATE()&#x0D;
        FROM inserted&#x0D;
        WHERE inserted.[SalesPersonID] = [Sales].[SalesTerritoryHistory].[SalesPersonID]&#x0D;
            AND inserted.[StartDate] = [Sales].[SalesTerritoryHistory].[StartDate]&#x0D;
            AND inserted.[TerritoryID] = [Sales].[SalesTerritoryHistory].[TerritoryID];&#x0D;
    END TRY&#x0D;
    BEGIN CATCH&#x0D;
        EXECUTE [dbo].[uspPrintError];&#x0D;
&#x0D;
        -- Rollback any active or uncommittable transactions before&#x0D;
        -- inserting information in the ErrorLog&#x0D;
        IF @@TRANCOUNT &gt; 0&#x0D;
        BEGIN&#x0D;
            ROLLBACK TRANSACTION;&#x0D;
        END&#x0D;
&#x0D;
        EXECUTE [dbo].[uspLogError];&#x0D;
    END CATCH;&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
396;14/10/2005 01:59:56;"dbo";"CREATE_TRIGGER";"Production";"uScrapReason";"
CREATE TRIGGER [Production].[uScrapReason] ON [Production].[ScrapReason] 
AFTER UPDATE NOT FOR REPLICATION AS 
BEGIN
    SET NOCOUNT ON;

    BEGIN TRY
        UPDATE [Production].[ScrapReason]
        SET [Production].[ScrapReason].[ModifiedDate] = GETDATE()
        FROM inserted
        WHERE inserted.[ScrapReasonID] = [Production].[ScrapReason].[ScrapReasonID];
    END TRY
    BEGIN CATCH
        EXECUTE [dbo].[uspPrintError];

        -- Rollback any active or uncommittable transactions before
        -- inserting information in the ErrorLog
        IF @@TRANCOUNT > 0
        BEGIN
            ROLLBACK TRANSACTION;
        END

        EXECUTE [dbo].[uspLogError];
    END CATCH;
END;
";"<EVENT_INSTANCE><EventType>CREATE_TRIGGER</EventType><PostTime>2005-10-14T01:59:56.117</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>uScrapReason</ObjectName><ObjectType>TRIGGER</ObjectType><TargetObjectName>ScrapReason</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE TRIGGER [Production].[uScrapReason] ON [Production].[ScrapReason] &#x0D;
AFTER UPDATE NOT FOR REPLICATION AS &#x0D;
BEGIN&#x0D;
    SET NOCOUNT ON;&#x0D;
&#x0D;
    BEGIN TRY&#x0D;
        UPDATE [Production].[ScrapReason]&#x0D;
        SET [Production].[ScrapReason].[ModifiedDate] = GETDATE()&#x0D;
        FROM inserted&#x0D;
        WHERE inserted.[ScrapReasonID] = [Production].[ScrapReason].[ScrapReasonID];&#x0D;
    END TRY&#x0D;
    BEGIN CATCH&#x0D;
        EXECUTE [dbo].[uspPrintError];&#x0D;
&#x0D;
        -- Rollback any active or uncommittable transactions before&#x0D;
        -- inserting information in the ErrorLog&#x0D;
        IF @@TRANCOUNT &gt; 0&#x0D;
        BEGIN&#x0D;
            ROLLBACK TRANSACTION;&#x0D;
        END&#x0D;
&#x0D;
        EXECUTE [dbo].[uspLogError];&#x0D;
    END CATCH;&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
397;14/10/2005 01:59:56;"dbo";"CREATE_TRIGGER";"HumanResources";"uShift";"
CREATE TRIGGER [HumanResources].[uShift] ON [HumanResources].[Shift] 
AFTER UPDATE NOT FOR REPLICATION AS 
BEGIN
    SET NOCOUNT ON;

    BEGIN TRY
        UPDATE [HumanResources].[Shift]
        SET [HumanResources].[Shift].[ModifiedDate] = GETDATE()
        FROM inserted
        WHERE inserted.[ShiftID] = [HumanResources].[Shift].[ShiftID];
    END TRY
    BEGIN CATCH
        EXECUTE [dbo].[uspPrintError];

        -- Rollback any active or uncommittable transactions before
        -- inserting information in the ErrorLog
        IF @@TRANCOUNT > 0
        BEGIN
            ROLLBACK TRANSACTION;
        END

        EXECUTE [dbo].[uspLogError];
    END CATCH;
END;
";"<EVENT_INSTANCE><EventType>CREATE_TRIGGER</EventType><PostTime>2005-10-14T01:59:56.227</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>uShift</ObjectName><ObjectType>TRIGGER</ObjectType><TargetObjectName>Shift</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE TRIGGER [HumanResources].[uShift] ON [HumanResources].[Shift] &#x0D;
AFTER UPDATE NOT FOR REPLICATION AS &#x0D;
BEGIN&#x0D;
    SET NOCOUNT ON;&#x0D;
&#x0D;
    BEGIN TRY&#x0D;
        UPDATE [HumanResources].[Shift]&#x0D;
        SET [HumanResources].[Shift].[ModifiedDate] = GETDATE()&#x0D;
        FROM inserted&#x0D;
        WHERE inserted.[ShiftID] = [HumanResources].[Shift].[ShiftID];&#x0D;
    END TRY&#x0D;
    BEGIN CATCH&#x0D;
        EXECUTE [dbo].[uspPrintError];&#x0D;
&#x0D;
        -- Rollback any active or uncommittable transactions before&#x0D;
        -- inserting information in the ErrorLog&#x0D;
        IF @@TRANCOUNT &gt; 0&#x0D;
        BEGIN&#x0D;
            ROLLBACK TRANSACTION;&#x0D;
        END&#x0D;
&#x0D;
        EXECUTE [dbo].[uspLogError];&#x0D;
    END CATCH;&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
398;14/10/2005 01:59:56;"dbo";"CREATE_TRIGGER";"Purchasing";"uShipMethod";"
CREATE TRIGGER [Purchasing].[uShipMethod] ON [Purchasing].[ShipMethod] 
AFTER UPDATE NOT FOR REPLICATION AS 
BEGIN
    SET NOCOUNT ON;

    BEGIN TRY
        UPDATE [Purchasing].[ShipMethod]
        SET [Purchasing].[ShipMethod].[ModifiedDate] = GETDATE()
        FROM inserted
        WHERE inserted.[ShipMethodID] = [Purchasing].[ShipMethod].[ShipMethodID];
    END TRY
    BEGIN CATCH
        EXECUTE [dbo].[uspPrintError];

        -- Rollback any active or uncommittable transactions before
        -- inserting information in the ErrorLog
        IF @@TRANCOUNT > 0
        BEGIN
            ROLLBACK TRANSACTION;
        END

        EXECUTE [dbo].[uspLogError];
    END CATCH;
END;
";"<EVENT_INSTANCE><EventType>CREATE_TRIGGER</EventType><PostTime>2005-10-14T01:59:56.337</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>uShipMethod</ObjectName><ObjectType>TRIGGER</ObjectType><TargetObjectName>ShipMethod</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE TRIGGER [Purchasing].[uShipMethod] ON [Purchasing].[ShipMethod] &#x0D;
AFTER UPDATE NOT FOR REPLICATION AS &#x0D;
BEGIN&#x0D;
    SET NOCOUNT ON;&#x0D;
&#x0D;
    BEGIN TRY&#x0D;
        UPDATE [Purchasing].[ShipMethod]&#x0D;
        SET [Purchasing].[ShipMethod].[ModifiedDate] = GETDATE()&#x0D;
        FROM inserted&#x0D;
        WHERE inserted.[ShipMethodID] = [Purchasing].[ShipMethod].[ShipMethodID];&#x0D;
    END TRY&#x0D;
    BEGIN CATCH&#x0D;
        EXECUTE [dbo].[uspPrintError];&#x0D;
&#x0D;
        -- Rollback any active or uncommittable transactions before&#x0D;
        -- inserting information in the ErrorLog&#x0D;
        IF @@TRANCOUNT &gt; 0&#x0D;
        BEGIN&#x0D;
            ROLLBACK TRANSACTION;&#x0D;
        END&#x0D;
&#x0D;
        EXECUTE [dbo].[uspLogError];&#x0D;
    END CATCH;&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
